id,name,trait,variants,license_class,license,first_author,journal,year
PGS000109,plt,Platelet count,26683,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Xu Y,Cell Genom,2022
PGS000110,rbc,Red blood cell count,23242,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Xu Y,Cell Genom,2022
PGS000111,ret,Reticulocyte count,26077,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Xu Y,Cell Genom,2022
PGS000112,ret_p,Reticulocyte fraction of red cells,25939,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Xu Y,Cell Genom,2022
PGS000113,wbc,White blood cell count,28383,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Xu Y,Cell Genom,2022
PGS000114,GRS-JIA-20,Juvenile Idiopathic Arthritis,26,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cánovas R,Ann Rheum Dis,2020
PGS000115,LDL-C_20,LDL cholesterol,223,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Trinder M,JAMA Cardiol,2020
PGS000116,CAD_EJ2020,Coronary artery disease,40079,cc0,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,Elliott J,JAMA,2020
PGS000117,CVD_EJ2020,Cardiovascular disease,297862,cc0,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,Elliott J,JAMA,2020
PGS000118,MEL29,Melanoma,29,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,PLoS Genet,2019
PGS000119,BCC32,Basal cell carcinoma,32,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,PLoS Genet,2019
PGS000120,SCC10,Squamous cell carcinoma,10,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,PLoS Genet,2019
PGS000121,2018_BMD62_GRS.FN,Bone mineral density (BMD),62,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ho-Le TP,J Bone Miner Res,2016
PGS000122,2018_BMD33_GRS.FN,Bone mineral density (BMD),33,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ho-Le TP,J Bone Miner Res,2016
PGS000123,2017_PD16,Parkinson's disease,16,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ibanez L,BMC Neurol,2017
PGS000124,IOP_AS,Intraocular pressure,103,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",MacGregor S,Nat Genet,2018
PGS000125,Qi_T2D_2017,Type 2 diabetes (T2D),80,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Qi Q,Diabetes,2017
PGS000126,Urate_GRS,Serum urate,114,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Tin A,Nat Genet,2019
PGS000127,GS-E-EUR,HbA1c,21,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Wheeler E,PLoS Med,2017
PGS000128,GS-E-AFR,HbA1c,22,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Wheeler E,PLoS Med,2017
PGS000129,GS-E-EAS,HbA1c,17,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Wheeler E,PLoS Med,2017
PGS000130,GS-G-EUR,HbA1c,19,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Wheeler E,PLoS Med,2017
PGS000131,GS-G-AFR,HbA1c,19,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Wheeler E,PLoS Med,2017
PGS000132,GS-G-EAS,HbA1c,19,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Wheeler E,PLoS Med,2017
PGS000133,SCZ_BVU,Schizophrenia,604645,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Zheutlin AB,Am J Psychiatry,2019
PGS000134,SCZ_GHS,Schizophrenia,830589,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Zheutlin AB,Am J Psychiatry,2019
PGS000135,SCZ_MTS,Schizophrenia,972439,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Zheutlin AB,Am J Psychiatry,2019
PGS000136,SCZ_PBK,Schizophrenia,833502,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Zheutlin AB,Am J Psychiatry,2019
PGS000137,MTAG_glaucoma,Glaucoma,2673,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Craig JE,Nat Genet,2020
PGS000138,LifetimeMDD,Lifetime Major Depressive Disorder,22274,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000139,MDDRecur,Lifetime Major Depressive Disorder (with recurrence),21980,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000140,GPpsy,"Broad Depression (seen a General Practitioner for nerves, anxiety, tension or depression)",24665,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000141,Psypsy,"Seen a psychiatrist for nerves, anxiety, tension or depression",22728,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000142,DepAll,"Probable Depression (low mood or anhedonia, and seen a GP or psychiatrist for nerves, anxiety, tension or depression)",21908,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000143,GPNoDep,"Seen a General Practitioner for nerves, anxiety, tension or depression (without report of low mood or anhedonia)",21042,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000144,SelfRepDep,Self-reported depression or depression symptoms,21828,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000145,ICD10Dep,Depression (ICD-10 defined),21510,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Cai N,Nat Genet,2020
PGS000146,CRC_GRS_27,Colorectal cancer,27,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Hsu L,Gastroenterology,2015
PGS000147,CRC21,Colorectal cancer,21,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ibáñez-Sanz G,Sci Rep,2017
PGS000148,CRC63,Colorectal cancer,63,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jeon J,Gastroenterology,2018
